brand_name,generic_name,application_number,sponsor_name,dosage_form,route,marketing_status
AEROSPAN HFA,FLUNISOLIDE,NDA021247,PHARMOBEDIENT,"AEROSOL, METERED",INHALATION,Discontinued
AEROSPORIN,POLYMYXIN B SULFATE,ANDA062036,GLAXOSMITHKLINE,INJECTABLE,INJECTION,Discontinued
AFATINIB,AFATINIB,ANDA210703,SANDOZ INC,TABLET,,None (Tentative Approval)
AFATINIB DIMALEATE,AFATINIB DIMALEATE,ANDA210725,APOTEX,TABLET,ORAL,Prescription
AFAXIN,VITAMIN A PALMITATE,ANDA083187,STERLING WINTHROP,CAPSULE,ORAL,Discontinued
AFEDITAB CR,NIFEDIPINE,ANDA075128,WATSON LABS TEVA,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
AFINITOR,EVEROLIMUS,NDA022334,NOVARTIS,TABLET,ORAL,Prescription
AFINITOR DISPERZ,EVEROLIMUS,NDA203985,NOVARTIS PHARM,"TABLET, FOR SUSPENSION",ORAL,Prescription
AFIRMELLE,ETHINYL ESTRADIOL; LEVONORGESTREL,ANDA206886,AUROBINDO PHARMA,TABLET,ORAL-28,Prescription
AFREZZA,INSULIN RECOMBINANT HUMAN,BLA022472,MANNKIND,POWDER,INHALATION,Prescription
AFRINOL,PSEUDOEPHEDRINE SULFATE,NDA018191,SCHERING PLOUGH,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
AGAMREE,VAMOROLONE,NDA215239,CATALYST PHARMS,SUSPENSION,ORAL,Prescription
AGENERASE,AMPRENAVIR,NDA021039,GLAXOSMITHKLINE,SOLUTION,ORAL,Discontinued
AGGRASTAT,TIROFIBAN HYDROCHLORIDE,NDA020913,MEDICURE,SOLUTION,INTRAVENOUS,Prescription
AGGRENOX,ASPIRIN; DIPYRIDAMOLE,NDA020884,BOEHRINGER INGELHEIM,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
AGRYLIN,ANAGRELIDE HYDROCHLORIDE,NDA020333,TAKEDA PHARMS USA,CAPSULE,ORAL,Prescription
AHZANTIVE,AFLIBERCEPT-MRBB,BLA761378,FORMYCON AG,INJECTABLE,INJECTION,Prescription
AIMOVIG,ERENUMAB-AOOE,BLA761077,AMGEN INC,INJECTABLE,INJECTION,Prescription
AIR,AIR,NDA221805,NOBLE GAS SOLUTIONS INC.,GAS,INHALATION,Prescription
AIRDUO DIGIHALER,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,NDA208799,TEVA PHARM,POWDER,INHALATION,Discontinued
AIRDUO RESPICLICK,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,NDA208799,TEVA PHARM,POWDER,INHALATION,Prescription
AIRSUPRA,ALBUTEROL SULFATE; BUDESONIDE,NDA214070,ASTRAZENECA,"AEROSOL, METERED",INHALATION,Prescription
AJOVY,FREMANEZUMAB-VFRM,BLA761089,TEVA PHARMS USA,INJECTABLE,INJECTION,Prescription
AK-FLUOR 10%,FLUORESCEIN SODIUM,NDA022186,LONG GROVE PHARMS,INJECTABLE,INTRAVENOUS,Prescription
AK-FLUOR 25%,FLUORESCEIN SODIUM,NDA022186,LONG GROVE PHARMS,INJECTABLE,INTRAVENOUS,Discontinued
AK-PENTOLATE,CYCLOPENTOLATE HYDROCHLORIDE,ANDA085555,EPIC PHARMA LLC,SOLUTION/DROPS,OPHTHALMIC,Discontinued
AKBETA,LEVOBUNOLOL HYDROCHLORIDE,ANDA074780,EPIC PHARMA LLC,SOLUTION/DROPS,OPHTHALMIC,Discontinued
AKEEGA,ABIRATERONE ACETATE; NIRAPARIB TOSYLATE,NDA216793,JANSSEN BIOTECH,TABLET,ORAL,Prescription
AKINETON,BIPERIDEN HYDROCHLORIDE,NDA012003,ABBVIE,TABLET,ORAL,Discontinued
AKINETON,BIPERIDEN LACTATE,NDA012418,ABBVIE,INJECTABLE,INJECTION,Discontinued
AKLIEF,TRIFAROTENE,NDA211527,GALDERMA LABS LP,CREAM,TOPICAL,Prescription
AKNE-MYCIN,ERYTHROMYCIN,NDA050584,BAUSCH,OINTMENT,TOPICAL,Discontinued
AKOVAZ,EPHEDRINE SULFATE,NDA208289,EXELA PHARMA,SOLUTION,INTRAVENOUS,Prescription
AKPENTOLATE,CYCLOPENTOLATE HYDROCHLORIDE,ANDA040165,RISING,SOLUTION/DROPS,OPHTHALMIC,Prescription
AKPRO,DIPIVEFRIN HYDROCHLORIDE,ANDA074382,EPIC PHARMA LLC,SOLUTION/DROPS,OPHTHALMIC,Discontinued
AKRINOL,ACRISORCIN,NDA012470,SCHERING,CREAM,TOPICAL,Discontinued
AKTEN,LIDOCAINE HYDROCHLORIDE,NDA022221,THEA PHARMA,GEL,OPHTHALMIC,Prescription
AKTIPAK,BENZOYL PEROXIDE; ERYTHROMYCIN,NDA050769,BIOFRONTERA,GEL,TOPICAL,Discontinued
AKTOB,TOBRAMYCIN,ANDA064096,EPIC PHARMA LLC,SOLUTION/DROPS,OPHTHALMIC,Discontinued
AKYNZEO,FOSNETUPITANT CHLORIDE HYDROCHLORIDE; PALONOSETRON HYDROCHLORIDE,NDA210493,HELSINN HLTHCARE,SOLUTION,INTRAVENOUS,Prescription
AKYNZEO,NETUPITANT; PALONOSETRON HYDROCHLORIDE,NDA205718,HELSINN HLTHCARE,CAPSULE,ORAL,Prescription
ALA-CORT,HYDROCORTISONE,ANDA080706,CROWN LABS,CREAM,TOPICAL,Prescription
ALA-SCALP,HYDROCORTISONE,ANDA083231,LEGACY,LOTION,TOPICAL,Prescription
ALAMAST,PEMIROLAST POTASSIUM,NDA021079,SANTEN,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ALAVERT,LORATADINE,NDA021375,FDN CONSUMER,"TABLET, ORALLY DISINTEGRATING",ORAL,Over-the-counter
ALAWAY,KETOTIFEN FUMARATE,ANDA208158,BAUSCH AND LOMB INC,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ALBALON,NAPHAZOLINE HYDROCHLORIDE,ANDA080248,ALLERGAN,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ALBAMYCIN,NOVOBIOCIN SODIUM,NDA050339,PHARMACIA AND UPJOHN,CAPSULE,ORAL,Discontinued
ALBENDAZOLE,ALBENDAZOLE,ANDA208094,ACTAVIS ELIZABETH,TABLET,ORAL,Prescription
ALBENZA,ALBENDAZOLE,NDA020666,IMPAX LABS INC,TABLET,ORAL,Discontinued
ALBUTEROL,ALBUTEROL,ANDA072273,ARMSTRONG PHARMS,"AEROSOL, METERED",INHALATION,Discontinued
ALBUTEROL SULFATE,ALBUTEROL SULFATE,ANDA212447,ARMSTRONG PHARMS,"AEROSOL, METERED",INHALATION,Prescription
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,ANDA206532,LUOXIN AUROVITAS,SOLUTION,INHALATION,Discontinued
ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,ANDA076749,NEPHRON,SOLUTION,INHALATION,Prescription
ALCAFTADINE,ALCAFTADINE,ANDA209706,GLAND,SOLUTION/DROPS,OPHTHALMIC,Over-the-counter
ALCAINE,PROPARACAINE HYDROCHLORIDE,ANDA080027,ALCON LABS INC,SOLUTION/DROPS,OPHTHALMIC,Prescription
ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,ANDA076730,SUN PHARMA CANADA,OINTMENT,TOPICAL,Prescription
ALCOHOL 5% AND DEXTROSE 5%,ALCOHOL; DEXTROSE,NDA004589,B BRAUN,INJECTABLE,INJECTION,Discontinued
ALDACTAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,NDA012616,PFIZER,TABLET,ORAL,Discontinued
ALDACTONE,SPIRONOLACTONE,NDA012151,PFIZER,TABLET,ORAL,Prescription
ALDARA,IMIQUIMOD,NDA020723,BAUSCH,CREAM,TOPICAL,Discontinued
ALDOCLOR-150,CHLOROTHIAZIDE; METHYLDOPA,NDA016016,MERCK,TABLET,ORAL,Discontinued
ALDOCLOR-250,CHLOROTHIAZIDE; METHYLDOPA,NDA016016,MERCK,TABLET,ORAL,Discontinued
ALDOMET,METHYLDOPA,NDA013400,MERCK,TABLET,ORAL,Discontinued
ALDOMET,METHYLDOPATE HYDROCHLORIDE,NDA013401,MERCK,INJECTABLE,INJECTION,Discontinued
ALDORIL 15,HYDROCHLOROTHIAZIDE; METHYLDOPA,NDA013402,MERCK,TABLET,ORAL,Discontinued
ALDORIL 25,HYDROCHLOROTHIAZIDE; METHYLDOPA,NDA013402,MERCK,TABLET,ORAL,Discontinued
ALDORIL D30,HYDROCHLOROTHIAZIDE; METHYLDOPA,NDA013402,MERCK,TABLET,ORAL,Discontinued
ALDORIL D50,HYDROCHLOROTHIAZIDE; METHYLDOPA,NDA013402,MERCK,TABLET,ORAL,Discontinued
ALDURAZYME,LARONIDASE,BLA125058,BIOMARIN,VIAL,,Prescription
ALECENSA,ALECTINIB HYDROCHLORIDE,NDA208434,HOFFMANN-LA ROCHE,CAPSULE,ORAL,Prescription
ALENDRONATE SODIUM,ALENDRONATE SODIUM,ANDA078638,MYLAN,TABLET,ORAL,Discontinued
ALESSE,ETHINYL ESTRADIOL; LEVONORGESTREL,NDA020683,CADENCE HEALTH,TABLET,ORAL-21,Discontinued
ALEVE,NAPROXEN SODIUM,NDA020204,BAYER,TABLET,ORAL,Over-the-counter
ALEVE PM,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,NDA205352,BAYER HLTHCARE,TABLET,ORAL,Over-the-counter
ALEVE-D SINUS & COLD,NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE,NDA021076,BAYER,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ALFENTA,ALFENTANIL HYDROCHLORIDE,NDA019353,RISING,INJECTABLE,INJECTION,Prescription
ALFENTANIL,ALFENTANIL HYDROCHLORIDE,ANDA075221,HOSPIRA,INJECTABLE,INJECTION,Discontinued
ALFERON N INJECTION,INTERFERON ALFA-N3,BLA103158,INTERFERON SCIENCES,VIAL,,Prescription
ALFUZOSIN HYDROCHLORIDE,ALFUZOSIN HYDROCHLORIDE,ANDA079013,APOTEX INC,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ALHEMO,CONCIZUMAB,BLA761428,NOVO NORDISK INC,SOLUTION,INJECTION,Prescription
ALHEMO,CONCIZUMAB-MTCI,BLA761315,NOVO NORDISK INC,Injectable,Subcutaneous,Prescription
ALIMTA,PEMETREXED,NDA021677,LILLY,INJECTABLE,INJECTION,Prescription
ALIMTA,PEMETREXED DISODIUM,NDA021462,LILLY,POWDER,INTRAVENOUS,Prescription
ALINIA,NITAZOXANIDE,NDA021818,ROMARK,TABLET,ORAL,Prescription
ALIQOPA,COPANLISIB DIHYDROCHLORIDE,NDA209936,BAYER HEALTHCARE,POWDER,INTRAVENOUS,Discontinued
ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE,ANDA206665,PH HEALTH,TABLET,ORAL,Prescription
ALKERAN,MELPHALAN,NDA014691,APOTEX,TABLET,ORAL,Discontinued
ALKERAN,MELPHALAN HYDROCHLORIDE,NDA020207,APOTEX,INJECTABLE,INJECTION,Discontinued
ALKERGOT,ERGOLOID MESYLATES,ANDA085153,SANDOZ,TABLET,SUBLINGUAL,Discontinued
ALKINDI SPRINKLE,HYDROCORTISONE,NDA213876,ETON,GRANULE,ORAL,Prescription
ALLAY,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ANDA089907,IVAX PHARMS,CAPSULE,ORAL,Discontinued
ALLEGRA,FEXOFENADINE HYDROCHLORIDE,NDA021963,CHATTEM SANOFI,SUSPENSION,ORAL,Discontinued
ALLEGRA ALLERGY,FEXOFENADINE HYDROCHLORIDE,NDA020872,CHATTEM SANOFI,TABLET,ORAL,Over-the-counter
ALLEGRA HIVES,FEXOFENADINE HYDROCHLORIDE,NDA020872,CHATTEM SANOFI,TABLET,ORAL,Discontinued
ALLEGRA-D 12 HOUR ALLERGY AND CONGESTION,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,NDA020786,CHATTEM SANOFI,"TABLET, EXTENDED RELEASE",ORAL,Over-the-counter
ALLEGRA-D 24 HOUR ALLERGY AND CONGESTION,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,NDA021704,CHATTEM SANOFI,"TABLET, EXTENDED RELEASE",ORAL,Over-the-counter
ALLERFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,ANDA088860,PVT FORM,TABLET,ORAL,Discontinued
ALLERNAZE,TRIAMCINOLONE ACETONIDE,NDA020120,LUPIN ATLANTIS,"SPRAY, METERED",NASAL,Discontinued
ALLI,ORLISTAT,NDA021887,HALEON US HOLDINGS,CAPSULE,ORAL,Over-the-counter
ALLOPURINOL,ALLOPURINOL,ANDA078253,NORTHSTAR HLTHCARE,TABLET,ORAL,Discontinued
ALLOPURINOL SODIUM,ALLOPURINOL SODIUM,ANDA212363,GLAND,INJECTABLE,INJECTION,Prescription
ALLZITAL,ACETAMINOPHEN; BUTALBITAL,ANDA203484,PHARMOBEDIENT,TABLET,ORAL,Prescription
ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,ANDA078027,TEVA PHARMS USA,TABLET,ORAL,Prescription
ALOCRIL,NEDOCROMIL SODIUM,NDA021009,ALLERGAN,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ALOGLIPTIN,ALOGLIPTIN BENZOATE,ANDA210213,MSN LABS PVT LTD,TABLET,ORAL,None (Tentative Approval)
ALOGLIPTIN AND METFORMIN HYDROCHLORIDE,ALOGLIPTIN AND METFORMIN HYDROCHLORIDE,ANDA210212,MSN LABORATORIES PRIVATE LTD,TABLET,ORAL,None (Tentative Approval)
ALOGLIPTIN; METFORMIN HYDROCHLORIDE,ALOGLIPTIN; METFORMIN HYDROCHLORIDE,ANDA210160,TORRENT PHARMS LTD,TABLET,ORAL,None (Tentative Approval)
ALOMIDE,LODOXAMIDE TROMETHAMINE,NDA020191,NOVARTIS,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ALOPRIM,ALLOPURINOL SODIUM,NDA020298,MYLAN,INJECTABLE,INJECTION,Prescription
ALORA,ESTRADIOL,NDA021310,WATSON LABS,"FILM, EXTENDED RELEASE",TRANSDERMAL,Prescription
ALOSETRON HYDROCHLORIDE,ALOSETRON HYDROCHLORIDE,ANDA200652,HIKMA,TABLET,ORAL,Discontinued
ALOXI,PALONOSETRON HYDROCHLORIDE,NDA021372,HELSINN HLTHCARE,INJECTABLE,INTRAVENOUS,Discontinued
ALPHACAINE,LIDOCAINE,ANDA084947,CARLISLE,OINTMENT,TOPICAL,Discontinued
ALPHACAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,ANDA084721,CARLISLE,INJECTABLE,INJECTION,Discontinued
ALPHACAINE HYDROCHLORIDE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,ANDA084732,CARLISLE,INJECTABLE,INJECTION,Discontinued
ALPHADERM,HYDROCORTISONE; UREA,ANDA086008,BIOGLAN,CREAM,TOPICAL,Discontinued
ALPHADROL,FLUPREDNISOLONE,NDA012259,PHARMACIA AND UPJOHN,TABLET,ORAL,Discontinued
ALPHAGAN,BRIMONIDINE TARTRATE,NDA020490,ALLERGAN,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ALPHAGAN P,BRIMONIDINE TARTRATE,NDA021770,ABBVIE,SOLUTION/DROPS,OPHTHALMIC,Prescription
ALPHALIN,VITAMIN A PALMITATE,ANDA080883,LILLY,CAPSULE,ORAL,Discontinued
ALPHAREDISOL,HYDROXOCOBALAMIN,ANDA080778,MERCK,INJECTABLE,INJECTION,Discontinued
ALPHATREX,BETAMETHASONE DIPROPIONATE,ANDA070273,SAVAGE LABS,LOTION,TOPICAL,Discontinued
ALPHAZINE,PHENDIMETRAZINE TARTRATE,ANDA085034,SANDOZ,TABLET,ORAL,Discontinued
ALPRAZOLAM,ALPRAZOLAM,ANDA077725,ANI PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ALPROSTADIL,ALPROSTADIL,ANDA074815,HIKMA,INJECTABLE,INJECTION,Prescription
ALREX,LOTEPREDNOL ETABONATE,NDA020803,BAUSCH AND LOMB,SUSPENSION/DROPS,OPHTHALMIC,Prescription
ALSUMA,SUMATRIPTAN SUCCINATE,NDA022377,MERIDIAN MEDCL,INJECTABLE,SUBCUTANEOUS,Discontinued
ALTABAX,RETAPAMULIN,NDA022055,ALMIRALL,OINTMENT,TOPICAL,Discontinued
ALTACE,RAMIPRIL,NDA022021,KING PFIZER,TABLET,ORAL,Discontinued
ALTAFLUOR BENOX,BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM,NDA208582,ALTAIRE PHARMS INC,SOLUTION/DROPS,OPHTHALMIC,Prescription
ALTAVERA,ETHINYL ESTRADIOL; LEVONORGESTREL,ANDA079102,XIROMED,TABLET,ORAL-28,Prescription
ALTOPREV,LOVASTATIN,NDA021316,AZURITY,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ALTRENO,TRETINOIN,NDA209353,DOW PHARM,LOTION,TOPICAL,Prescription
ALUMINUM HYDROXIDE AND MAGNESIUM TRISILICATE,ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE,ANDA089449,PENNEX,"TABLET, CHEWABLE",ORAL,Discontinued
ALUNBRIG,BRIGATINIB,NDA208772,TAKEDA PHARMS USA,TABLET,ORAL,Prescription
ALUPENT,METAPROTERENOL SULFATE,NDA015874,BOEHRINGER INGELHEIM,TABLET,ORAL,Discontinued
ALVAIZ,ELTROMBOPAG CHOLINE,NDA216774,TEVA PHARMS INC,TABLET,ORAL,Prescription
ALVESCO,CICLESONIDE,NDA021658,AZURITY,"AEROSOL, METERED",INHALATION,Prescription
ALVIMOPAN,ALVIMOPAN,ANDA208295,WATSON LABS TEVA,CAPSULE,ORAL,Prescription
ALYACEN 1/35,ETHINYL ESTRADIOL; NORETHINDRONE,ANDA091634,GLENMARK PHARMS LTD,TABLET,ORAL-28,Prescription
ALYACEN 7/7/7,ETHINYL ESTRADIOL; NORETHINDRONE,ANDA091636,GLENMARK PHARMS LTD,TABLET,ORAL-28,Prescription
ALYACEN 777,ETHINYL ESTRADIOL; NORETHINDRONE,ANDA091636,GLENMARK PHARMS LTD,TABLET,ORAL,Prescription
ALYFTREK,DEUTIVACAFTOR; TEZACAFTOR; VANZACAFTOR CALCIUM,NDA218730,VERTEX PHARMS INC,TABLET,ORAL,Prescription
ALYMSYS,BEVACIZUMAB-MALY,BLA761231,AMNEAL PHARMS LLC,INJECTABLE,INJECTION,Prescription
ALYQ,TADALAFIL,ANDA216932,TEVA PHARMS INC,TABLET,ORAL,Prescription
AMABELZ,ESTRADIOL; NORETHINDRONE ACETATE,ANDA203339,LUPIN,TABLET,ORAL,Prescription
AMANTADINE,AMANTADINE,ANDA214897,ZYDUS,"CAPSULE, EXTENDED RELEASE",ORAL,None (Tentative Approval)
AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,ANDA077992,PH HEALTH,SYRUP,ORAL,Discontinued
AMARYL,GLIMEPIRIDE,NDA020496,SANOFI AVENTIS US,TABLET,ORAL,Discontinued
AMBELVIST,GADOQUATRANE,NDA219627,BAYER HEALTHCARE,SOLUTION,INTRAVENOUS,Prescription
AMBENYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE,NDA009319,FOREST LABS,SYRUP,ORAL,Discontinued
AMBIEN,ZOLPIDEM TARTRATE,NDA019908,COSETTE,TABLET,ORAL,Prescription
AMBIEN CR,ZOLPIDEM TARTRATE,NDA021774,COSETTE,"TABLET, EXTENDED RELEASE",ORAL,Prescription
AMBISOME,AMPHOTERICIN B,NDA050740,ASTELLAS,"INJECTABLE, LIPOSOMAL",INJECTION,Prescription
AMBODRYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE,NDA007984,PARKE DAVIS,CAPSULE,ORAL,Discontinued
AMBRISENTAN,AMBRISENTAN,ANDA210701,APOTEX,TABLET,ORAL,Prescription
AMCILL,AMPICILLIN/AMPICILLIN TRIHYDRATE,ANDA062030,PARKE DAVIS,FOR SUSPENSION,ORAL,Discontinued
AMCINONIDE,AMCINONIDE,ANDA076096,GENUS,OINTMENT,TOPICAL,Prescription
AMELUZ,AMINOLEVULINIC ACID HYDROCHLORIDE,NDA208081,BIOFRONTERA,GEL,TOPICAL,Prescription
AMEN,MEDROXYPROGESTERONE ACETATE,ANDA083242,AMARIN PHARMS,TABLET,ORAL,Discontinued
AMERGE,NARATRIPTAN HYDROCHLORIDE,NDA020763,GLAXOSMITHKLINE LLC,TABLET,ORAL,Discontinued
AMERSCAN MDP KIT,TECHNETIUM TC-99M MEDRONATE KIT,NDA018335,GE HEALTHCARE,INJECTABLE,INJECTION,Discontinued
AMICAR,AMINOCAPROIC ACID,NDA015230,HIKMA,SOLUTION,ORAL,Prescription
AMIDATE,ETOMIDATE,NDA018227,HOSPIRA,INJECTABLE,INJECTION,Prescription
AMIFOSTINE,AMIFOSTINE,ANDA077126,SUN PHARM,INJECTABLE,INJECTION,Discontinued
AMIKACIN SULFATE,AMIKACIN SULFATE,ANDA203323,SAGENT PHARMS INC,INJECTABLE,INJECTION,Prescription
AMIKACIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,AMIKACIN SULFATE,ANDA064146,HOSPIRA,INJECTABLE,INJECTION,Discontinued
AMIKIN,AMIKACIN SULFATE,NDA050495,APOTHECON,INJECTABLE,INJECTION,Discontinued
AMIKIN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,AMIKACIN SULFATE,NDA050618,APOTHECON,INJECTABLE,INJECTION,Discontinued
AMILORIDE HYDROCHLORIDE,AMILORIDE HYDROCHLORIDE,ANDA079133,SIGMAPHARM LABS LLC,TABLET,ORAL,Prescription
AMILORIDE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,ANDA070795,TEVA,TABLET,ORAL,Discontinued
AMINESS 5.2% ESSENTIAL AMINO ACIDS W/ HISTADINE,AMINO ACIDS,NDA018901,HOSPIRA,INJECTABLE,INJECTION,Discontinued
AMINO ACIDS,AMINO ACIDS,ANDA091112,B BRAUN,INJECTABLE,INJECTION,Prescription
AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER,GLYCINE,NDA017865,BAXTER HLTHCARE,SOLUTION,IRRIGATION,Prescription
AMINOCAPROIC,AMINOCAPROIC ACID,ANDA075602,HIKMA,TABLET,ORAL,Discontinued
AMINOCAPROIC ACID,AMINOCAPROIC ACID,ANDA211629,ANI PHARMS,TABLET,ORAL,Discontinued
AMINOCAPROIC ACID IN PLASTIC CONTAINER,AMINOCAPROIC ACID,ANDA070010,HOSPIRA,INJECTABLE,INJECTION,Prescription
AMINOHIPPURATE SODIUM,AMINOHIPPURATE SODIUM,ANDA089821,QUAD PHARMS,Injectable,Injection,Discontinued
AMINOPHYLLIN,AMINOPHYLLINE,ANDA087621,GD SEARLE LLC,INJECTABLE,INJECTION,Discontinued
AMINOPHYLLINE,AMINOPHYLLINE,ANDA084577,IMPAX LABS,"TABLET, DELAYED RELEASE",ORAL,Discontinued
AMINOPHYLLINE DYE FREE,AMINOPHYLLINE,ANDA087727,ACTAVIS MID ATLANTIC,SOLUTION,ORAL,Discontinued
AMINOPHYLLINE IN SODIUM CHLORIDE 0.45%,AMINOPHYLLINE,ANDA088147,HOSPIRA,INJECTABLE,INJECTION,Discontinued
AMINOPHYLLINE IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,AMINOPHYLLINE,NDA018924,HOSPIRA,INJECTABLE,INJECTION,Discontinued
AMINOSOL 5%,PROTEIN HYDROLYSATE,NDA005932,ABBVIE,INJECTABLE,INJECTION,Discontinued
AMINOSYN 10%,AMINO ACIDS,NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 10% (PH6),AMINO ACIDS,NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 3.5%,AMINO ACIDS,NDA017789,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 3.5% IN PLASTIC CONTAINER,AMINO ACIDS,NDA018804,ABBOTT,INJECTABLE,INJECTION,Discontinued
AMINOSYN 3.5% M,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE,NDA017789,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 3.5% M,AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE,NDA017789,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 3.5% M IN PLASTIC CONTAINER,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE,NDA018804,ABBOTT,INJECTABLE,INJECTION,Discontinued
AMINOSYN 3.5% W/ DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,NDA019118,ABBOTT,INJECTABLE,INJECTION,Discontinued
AMINOSYN 3.5% W/ DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,NDA019120,ABBOTT,INJECTABLE,INJECTION,Discontinued
AMINOSYN 4.25% W/ DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,NDA019119,ABBOTT,INJECTABLE,INJECTION,Discontinued
AMINOSYN 5%,AMINO ACIDS,NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 7%,AMINO ACIDS,NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 7% (PH6),AMINO ACIDS,NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 7% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",NDA017789,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 8.5%,AMINO ACIDS,NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 8.5% (PH6),AMINO ACIDS,NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 8.5% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN 8.5% W/ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC",NDA017673,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN II 10%,AMINO ACIDS,NDA019438,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
AMINOSYN II 10% IN PLASTIC CONTAINER,AMINO ACIDS,NDA020015,OTSUKA ICU MEDCL,INJECTABLE,INJECTION,Prescription
AMINOSYN II 10% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",NDA019437,ICU MEDICAL INC,INJECTABLE,INJECTION,Discontinued
